across_within,tool,measure,model,var,coef,pvalue
across,mocap,standing_height,avg_mocap_standing_height,const,-4.492533845837609,0.8093309573823902
across,mocap,standing_height,avg_mocap_standing_height,avg_mocap_standing_height,0.031637483059960454,0.8060877407653544
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI,const,-14.080393516340141,0.5188939121816303
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI,avg_mocap_standing_height,0.019134031856423497,0.8836519142251255
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI,avg_BMI,0.4638255074530001,0.3772939216158734
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI + avg_weight,const,137.17055066733835,0.18483986812702097
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI + avg_weight,avg_mocap_standing_height,-0.9488134720231011,0.15466925748960147
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI + avg_weight,avg_BMI,-3.43173288588521,0.1951626740872289
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI + avg_weight,avg_weight,1.179621807815429,0.14085655392115434
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI + avg_weight + sex,const,160.9535819209476,0.14131319328193276
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI + avg_weight + sex,avg_mocap_standing_height,-1.04783378902472,0.1293638678822474
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI + avg_weight + sex,avg_BMI,-3.5781386829531656,0.18352456514163282
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI + avg_weight + sex,avg_weight,1.0585961040558989,0.18997809946993288
across,mocap,standing_height,avg_mocap_standing_height + avg_BMI + avg_weight + sex,sex_Male,5.397545266844546,0.34030677734537684
across,mocap,wingspan,avg_mocap_wingspan,const,-37.70956964700499,0.006086105391241875
across,mocap,wingspan,avg_mocap_wingspan,avg_mocap_wingspan,0.2807383172373698,0.005894762584126656
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI,const,-25.80734637075143,0.05501825998100162
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI,avg_mocap_wingspan,0.30490687588425636,0.002501007851138974
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI,avg_BMI,-0.6171477548300228,0.09808856175368695
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI + avg_weight,const,-50.633572661040034,0.09205544143864382
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI + avg_weight,avg_mocap_wingspan,0.4796107604142764,0.030280872498645618
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI + avg_weight,avg_BMI,0.19283866997936328,0.8249223405473005
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI + avg_weight,avg_weight,-0.2611030959097578,0.32662147451125556
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI + avg_weight + sex,const,-32.687263245793204,0.2851474884928635
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI + avg_weight + sex,avg_mocap_wingspan,0.4071975512591463,0.05894637148834134
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI + avg_weight + sex,avg_BMI,0.14443743365671535,0.8618837887023294
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI + avg_weight + sex,avg_weight,-0.39565315949076163,0.16625767456518206
across,mocap,wingspan,avg_mocap_wingspan + avg_BMI + avg_weight + sex,sex_Male,5.128739256178229,0.2097702431729532
across,mocap,sitting_height,avg_mocap_sitting_height,const,30.461992781338466,0.07762933823943778
across,mocap,sitting_height,avg_mocap_sitting_height,avg_mocap_sitting_height,-0.4794904870601505,0.08491852335922805
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI,const,14.977514219992523,0.3957229321766882
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI,avg_mocap_sitting_height,-0.5209984461540683,0.050279750518716367
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI,avg_BMI,0.7346880232270236,0.11992727992941793
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI + avg_weight,const,39.83850309863743,0.11629390428609908
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI + avg_weight,avg_mocap_sitting_height,-0.8710747073213515,0.02441656669204975
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI + avg_weight,avg_BMI,-0.18402424121901273,0.8054904613311009
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI + avg_weight,avg_weight,0.27077580524327916,0.1659098243460345
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI + avg_weight + sex,const,63.27893171600532,0.04806775195990738
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI + avg_weight + sex,avg_mocap_sitting_height,-1.0690435578947148,0.013016087453038337
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI + avg_weight + sex,avg_BMI,-0.142162150667826,0.8394085138327241
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI + avg_weight + sex,avg_weight,0.05001413538910898,0.8294301545450298
across,mocap,sitting_height,avg_mocap_sitting_height + avg_BMI + avg_weight + sex,sex_Male,6.877716026834223,0.18443280049158825
across,mocap,upper_leg_length,avg_mocap_upper_leg_length,const,-13.933056943116462,0.18614097401300492
across,mocap,upper_leg_length,avg_mocap_upper_leg_length,avg_mocap_upper_leg_length,0.33555802709719107,0.17998432213770757
across,mocap,upper_leg_length,avg_mocap_upper_leg_length + avg_BMI,const,-8.380233458806346,0.5600444134453044
across,mocap,upper_leg_length,avg_mocap_upper_leg_length + avg_BMI,avg_mocap_upper_leg_length,0.3349043225750147,0.19763425065507076
